raw_text,rating,char_len,word_count,lang,clean_text
на 46 размер идеально.в носке сильно растягиваются и появляются дырки....,positive,73,10,ru,на 46 размер идеально.в носке сильно растягиваются и появляются дырки....
Спасибо как всегда отличная рубашка.,positive,36,5,ru,спасибо как всегда отличная рубашка.
"понравилась,буду заказывать ещё у этого продавца!",positive,49,6,ru,"понравилась,буду заказывать ещё у этого продавца!"
"длинная юбка, выглядит отлично, шерсть и шуршащий плотный подъюбник (из такого иногда верхние слои куртки умудряются шить). никаких дефектов не нашла, пояс сзади на хорошей резинке (тугая), впереди два кармашка. цвет совпадает с картинкой. длина отличная - на 173 см рост мамы (ее параметры указаны), чуть выше лодыжки. я бы с моими 163 см подметала бы ступеньки и бордюры. об эксплуатации и стирке после проведения испытаний. куплено за 2000 с небольшим. доставка месяц от оплаты до получения на почте (московская область, половина срока - территория РФ с таможней и медленной почтой). упакована в пакет и огромный пакет, последний закрыт был странно - вещь свободно можно было достать не нарушая упаковку!",positive,707,110,ru,"длинная юбка, выглядит отлично, шерсть и шуршащий плотный подъюбник (из такого иногда верхние слои куртки умудряются шить). никаких дефектов не нашла, пояс сзади на хорошей резинке (тугая), впереди два кармашка. цвет совпадает с картинкой. длина отличная - на 173 см рост мамы (ее параметры указаны), чуть выше лодыжки. я бы с моими 163 см подметала бы ступеньки и бордюры. об эксплуатации и стирке после проведения испытаний. куплено за 2000 с небольшим. доставка месяц от оплаты до получения на почте (московская область, половина срока - территория рф с таможней и медленной почтой). упакована в пакет и огромный пакет, последний закрыт был странно - вещь свободно можно было достать не нарушая упаковку!"
"Товар не пришёл, продавец вернул деньги, за это пять звезд",positive,58,10,ru,"товар не пришёл, продавец вернул деньги, за это пять звезд"
"Заказ пришел за 21 день. Юбка качественная. Материал мягкий, запаха нет. На юбке 2 шва, на сетке 4. Сетка жёсткая, для меня это плюс, не порвётся от первого же стула. На мой рост 164 длинна идеальная, чуть выше колена получается. Нитки нигде не торчат. Я покупкой очень довольна. В подарок были сережки",positive,302,52,ru,"заказ пришел за 21 день. юбка качественная. материал мягкий, запаха нет. на юбке 2 шва, на сетке 4. сетка жёсткая, для меня это плюс, не порвётся от первого же стула. на мой рост 164 длинна идеальная, чуть выше колена получается. нитки нигде не торчат. я покупкой очень довольна. в подарок были сережки"
"Заказ шел 19 дней. Бюстгальтер хороший, но немного подмялся при пересылке, надеюсь расправится. Качество хорошее. Закажу ещё другого цвета, но на размер меньше, этот слегка свободный в объеме. Товаром довольна, рекомендую покупать.",positive,231,32,ru,"заказ шел 19 дней. бюстгальтер хороший, но немного подмялся при пересылке, надеюсь расправится. качество хорошее. закажу ещё другого цвета, но на размер меньше, этот слегка свободный в объеме. товаром довольна, рекомендую покупать."
леггинсы хорошие тянуться хххl на52 -54 не тоненькие можно носить в прохладную погоду.цвет темно синий трикотаж приятный к телу на рост 160 длинноваты,positive,150,23,ru,леггинсы хорошие тянуться хххl на52 -54 не тоненькие можно носить в прохладную погоду.цвет темно синий трикотаж приятный к телу на рост 160 длинноваты
"Как на фото. Связано плотно, приятен к телу и тёплый. На мой 42 -s села отлично, как на девушке на фото. Спасибо продавцу за качественный товар!!!",positive,146,26,ru,"как на фото. связано плотно, приятен к телу и тёплый. на мой 42 -s села отлично, как на девушке на фото. спасибо продавцу за качественный товар!!!"
Спасибо большое продавцу за выполненный заказ. Доставка быстрая. Трек отслеживался. Заказывала несколько товаров. Одной блузки не оказалось в наличии. Продавец предложил заказать другую.  Получено разными посылками. Очень быстро. Прекрасные блузки. Отличное качество. Часто заказываю в этом магазине для себя и знакомых. Надёжный и ответственный продавец. Консультирует. Всегда на связи.  Рекомендую продавца и магазин.,positive,419,53,ru,спасибо большое продавцу за выполненный заказ. доставка быстрая. трек отслеживался. заказывала несколько товаров. одной блузки не оказалось в наличии. продавец предложил заказать другую. получено разными посылками. очень быстро. прекрасные блузки. отличное качество. часто заказываю в этом магазине для себя и знакомых. надёжный и ответственный продавец. консультирует. всегда на связи. рекомендую продавца и магазин.
"Бюстик симпатичный, размер рус 46 (объем 85, С) взяла 38 С, чуток грудь торчит, если не было пуш аппа , то был бы идеален.",positive,122,24,ru,"бюстик симпатичный, размер рус 46 (объем 85, с) взяла 38 с, чуток грудь торчит, если не было пуш аппа , то был бы идеален."
Думала ткань будет плотнее. Качественно сшито. С размером угадала. Буду заказывать ещё. Шло 2 месяца.,positive,101,15,ru,думала ткань будет плотнее. качественно сшито. с размером угадала. буду заказывать ещё. шло 2 месяца.
"Заказывала мама. Товаром очень довольна, все хорошо прошито, плотные, сейчас одевать самое то. Продавцу спасибо большое рекомендуем. До Домодедово дошло за 2 недели. XL подошёл на 48-50",positive,185,27,ru,"заказывала мама. товаром очень довольна, все хорошо прошито, плотные, сейчас одевать самое то. продавцу спасибо большое рекомендуем. до домодедово дошло за 2 недели. xl подошёл на 48-50"
"Пижамка мягкая тёплая, просто супер!",positive,36,5,ru,"пижамка мягкая тёплая, просто супер!"
"Доставка до МО 2 недели. Товар соответствует описанию. Некоторые жаловались на окрашивание, поэтому я решилась на замачивание пижамы в уксусной воде, понимаю риск, надеюсь не испорчу. Дополнительный отзыв напишу после того, как начну надевать.",positive,243,34,ru,"доставка до мо 2 недели. товар соответствует описанию. некоторые жаловались на окрашивание, поэтому я решилась на замачивание пижамы в уксусной воде, понимаю риск, надеюсь не испорчу. дополнительный отзыв напишу после того, как начну надевать."
материал синтетика...но приятная! И конечно такой фасон он в обтяг! желательно не иметь живота!,positive,95,14,ru,материал синтетика...но приятная! и конечно такой фасон он в обтяг! желательно не иметь живота!
пришла быстро.спасибо продавцу.,positive,31,3,ru,пришла быстро.спасибо продавцу.
"супер, жене очень понравился. до Тулы за 3 недели.",positive,50,9,ru,"супер, жене очень понравился. до тулы за 3 недели."
"Моя 4-я кофточка! Как всегда ОГРОМНОЕ СПАСИБО!!! Естественно, буду брать ещё!",positive,77,11,ru,"моя 4-я кофточка! как всегда огромное спасибо!!! естественно, буду брать ещё!"
"Обалденная юбка! Нежный цвет, приятная на ощупь. Сшита аккуратно. По размеру- впритык (46р- 95ОБ, заказала L)",positive,109,16,ru,"обалденная юбка! нежный цвет, приятная на ощупь. сшита аккуратно. по размеру- впритык (46р- 95об, заказала l)"
платье очень клёвое. на ог100 брала xxl очень хорошо,positive,52,9,ru,платье очень клёвое. на ог100 брала xxl очень хорошо
"Классные! На рост 165 , ОБ 92, вес 48 кг, подошли очень хорошо",positive,62,13,ru,"классные! на рост 165 , об 92, вес 48 кг, подошли очень хорошо"
Очень хорошие колготки Мягенькие приятные к телу Спасибо продавцу Рекомендую,positive,76,10,ru,очень хорошие колготки мягенькие приятные к телу спасибо продавцу рекомендую
"Качество отличное ,пришла хорошо запакована без повреждений . Рекомендую, Продавец общительный всегда на связи . Спасибо ему.",positive,125,17,ru,"качество отличное ,пришла хорошо запакована без повреждений . рекомендую, продавец общительный всегда на связи . спасибо ему."
"Доставка - 3 недели в Ростов-на-Дону, цена 385 руб. Размер L на наш 44. За свою цену хорошая кофточка.",positive,102,19,ru,"доставка - 3 недели в ростов-на-дону, цена 385 руб. размер l на наш 44. за свою цену хорошая кофточка."
"отличное качество, но очень долго",positive,33,5,ru,"отличное качество, но очень долго"
"очень приятные к телу, по размеру хорошо, выбирала по таблице, продавца рекомендую, пришли быстро",positive,97,14,ru,"очень приятные к телу, по размеру хорошо, выбирала по таблице, продавца рекомендую, пришли быстро"
"Платье хорошо тянется на 44М надо брать S
На рост 158см длина до икр. Сшито хорошо все ровно , запахов нет.",positive,108,21,ru,"платье хорошо тянется на 44м надо брать s на рост 158см длина до икр. сшито хорошо все ровно , запахов нет."
"качественно сделано, но низ верхней ткани не обработан. обязательно нужна нижняя дополнительная юбка",positive,100,13,ru,"качественно сделано, но низ верхней ткани не обработан. обязательно нужна нижняя дополнительная юбка"
"Отличное платье! быстрая доставка, отслеживалось весь путь! Огромное спасибо продавцу!!!!",positive,89,10,ru,"отличное платье! быстрая доставка, отслеживалось весь путь! огромное спасибо продавцу!!!!"
"Приятный мягкий хлопок. На рост 171-не короткая, рукава 3/4...Но на худеньких.",positive,78,11,ru,"приятный мягкий хлопок. на рост 171-не короткая, рукава 3 4...но на худеньких."
"Как на фото. Качество хорошее, доставка быстрая.",positive,48,7,ru,"как на фото. качество хорошее, доставка быстрая."
"Отличные брючки, размер подошёл идеально, спасибо!",positive,50,6,ru,"отличные брючки, размер подошёл идеально, спасибо!"
"Хорошее платье, на 44 размер заказала L село хорошо, но хотелось бы по свободнее, потому что материал плотный и тянется не очень сильно, xl было бы комфортние) доставка заняла чуть больше месяца в  Екатеринбург",positive,210,34,ru,"хорошее платье, на 44 размер заказала l село хорошо, но хотелось бы по свободнее, потому что материал плотный и тянется не очень сильно, xl было бы комфортние) доставка заняла чуть больше месяца в екатеринбург"
"Качество отличное! Есть один нюанс: заказывала синюю и горчичную одного размера. Горчичная не такая плотная и села идеально. У синей ткань другая, плотнее, тот же размер еле налазит.",positive,182,28,ru,"качество отличное! есть один нюанс: заказывала синюю и горчичную одного размера. горчичная не такая плотная и села идеально. у синей ткань другая, плотнее, тот же размер еле налазит."
"доставка до Москвы две недели. трек отслеживается.продавец уточнял размер,посоветовал взять на размер больше.легкий жилет,мягкая подкладка.берите на 2 а то и 3 размера больше.у меня М,взяла XL,можно было и XLL.спасибо!",positive,218,29,ru,"доставка до москвы две недели. трек отслеживается.продавец уточнял размер,посоветовал взять на размер больше.легкий жилет,мягкая подкладка.берите на 2 а то и 3 размера больше.у меня м,взяла xl,можно было и xll.спасибо!"
"заказ пришёл очень быстро . колготки супер , мягкие на ощупь . спасибо продавцу , рекомендую ",positive,93,16,ru,"заказ пришёл очень быстро . колготки супер , мягкие на ощупь . спасибо продавцу , рекомендую"
Хорошая куртка. ...быстро доставили,positive,35,4,ru,хорошая куртка. ...быстро доставили
"Товар пришел за 2 недели. Треугольной формы, ткань мягкая.",positive,58,9,ru,"товар пришел за 2 недели. треугольной формы, ткань мягкая."
На российский 48 заказала ХЛ - отлично!!!! ,positive,43,7,ru,на российский 48 заказала хл - отлично!!!!
"Купила 6 октября, получила 13 октября в СПб. Молниеносная доставка!!! Отличная рубашка, очень мягкая и теплая. Спасибо, куплю еще дочке на вырост!!",positive,147,22,ru,"купила 6 октября, получила 13 октября в спб. молниеносная доставка!!! отличная рубашка, очень мягкая и теплая. спасибо, куплю еще дочке на вырост!!"
"Хорошо селлерс, действительно бесподобна, очень бы войти в селлерс, Один ребенок",positive,80,11,ru,"хорошо селлерс, действительно бесподобна, очень бы войти в селлерс, один ребенок"
"Красивая, качественная юбка, главное очень теплая. Приятная на ощупь и к телу шерсть. Доставка очень быстрая, 8 дней. Рекомендую!",positive,129,19,ru,"красивая, качественная юбка, главное очень теплая. приятная на ощупь и к телу шерсть. доставка очень быстрая, 8 дней. рекомендую!"
"Очень понравилась футболка, ткань мягкая, лёгкая, размер подошёл. Рисунок чёткий, нитки нигде не торчат, запаха нет. Продавец очень хороший! Посылка потерялась на почте, продавец пытался помочь, но, к счастью, не потребовалось, посылку нашли. Еще раз спасибо!",positive,259,36,ru,"очень понравилась футболка, ткань мягкая, лёгкая, размер подошёл. рисунок чёткий, нитки нигде не торчат, запаха нет. продавец очень хороший! посылка потерялась на почте, продавец пытался помочь, но, к счастью, не потребовалось, посылку нашли. еще раз спасибо!"
"Заказала 20.07, 05.08 заказ пришёл на почту ( г. Тюмень) . Трек полностью отслеживался. Упаковано хорошо.   На 48-ой российский- размер подошёл. Бонус - чёрные тонкие носочки . Спасибо продавцу.",positive,194,29,ru,"заказала 20.07, 05.08 заказ пришёл на почту ( г. тюмень) . трек полностью отслеживался. упаковано хорошо. на 48-ой российский- размер подошёл. бонус - чёрные тонкие носочки . спасибо продавцу."
Отличные брюки.,positive,15,2,ru,отличные брюки.
"Доставка быстрая,принес заказ курьер. Немного широковат рукав,но скорее всего это такой фасон. Заказ соответствует описанию",positive,123,15,ru,"доставка быстрая,принес заказ курьер. немного широковат рукав,но скорее всего это такой фасон. заказ соответствует описанию"
АЙАЙАЙ КАК КЛАСНО. РЕКОМЕНДУЮ ЭТО ОЧЕНЬ КРАСИВО :)))),positive,53,8,ru,айайай как класно. рекомендую это очень красиво :))))
"Соответствует описанию. Рашгард дочери понравился. Не в облипку на рост 172, вес 68.",positive,84,13,ru,"соответствует описанию. рашгард дочери понравился. не в облипку на рост 172, вес 68."
"Все отлично угадал с размером,жене понравилось!)",positive,48,6,ru,"все отлично угадал с размером,жене понравилось!)"
не толстые .. на рост 172 44-46 хорошо,positive,38,8,ru,не толстые .. на рост 172 44-46 хорошо
"Я не в восторге, как сел...широковаты проймы. Молния не спрятана, простит... Вроде по размеру, но придётся кое что корректировать. Пришел быстро.",positive,145,21,ru,"я не в восторге, как сел...широковаты проймы. молния не спрятана, простит... вроде по размеру, но придётся кое что корректировать. пришел быстро."
"Заказ оформлен 05.12.17,продавец отправил 06.12.17,прибыл на почту 21.12.17,а получила (вот уже третью классную вещь от этого продавца!!!) 23.12.17.
Когда примерила,то испытала такой восторг!!!Как и тренч,и чёрная куртка, эта ветровка просто супер!
Общение с продавцом ,скорая отправка,отличная упаковка и в подарок зеркальце,а самое главное-полученая вещь,всё на высшем уровне!!!
 P.S.когда отпарю ветровку,то сфотографируюсь в ней ,потом дополню отзыв.",positive,457,56,ru,"заказ оформлен 05.12.17,продавец отправил 06.12.17,прибыл на почту 21.12.17,а получила (вот уже третью классную вещь от этого продавца!!!) 23.12.17. когда примерила,то испытала такой восторг!!!как и тренч,и чёрная куртка, эта ветровка просто супер! общение с продавцом ,скорая отправка,отличная упаковка и в подарок зеркальце,а самое главное-полученая вещь,всё на высшем уровне!!! p.s.когда отпарю ветровку,то сфотографируюсь в ней ,потом дополню отзыв."
размер М подошел на параметры 82 60 82. сорочка классная . на рост 162 длина хорошая .,positive,86,17,ru,размер м подошел на параметры 82 60 82. сорочка классная . на рост 162 длина хорошая .
Мне понравилось. Соответствует описанию и картинкам.,positive,52,6,ru,мне понравилось. соответствует описанию и картинкам.
Очень хорошенькая!,positive,18,2,ru,очень хорошенькая!
"класс очень красивые, спасибо",positive,29,4,ru,"класс очень красивые, спасибо"
"На свои параметры 84-72-88 и рост 170 см взяла S. В талии и бедрах все как нужно. прям в аккурат. 
Только-только влезла в штанины, но ходить комфортно. 
Материал, джинса хорошая. плотная.",positive,191,31,ru,"на свои параметры 84-72-88 и рост 170 см взяла s. в талии и бедрах все как нужно. прям в аккурат. только-только влезла в штанины, но ходить комфортно. материал, джинса хорошая. плотная."
"Не могу поставить 5 звёзд, везде торчат нитки. За скорость спасибо продавцу",positive,75,12,ru,"не могу поставить 5 звёзд, везде торчат нитки. за скорость спасибо продавцу"
До 46 размера на 48 уже маловаты.,positive,33,7,ru,до 46 размера на 48 уже маловаты.
"получила рубашку, очень понравилась. спасибо большое.",positive,53,6,ru,"получила рубашку, очень понравилась. спасибо большое."
"прикольные, но вонючие. по размеру маловаты. но это я сама виновата. надо было ""м"" заказывать. пришли быстро.",positive,109,17,ru,"прикольные, но вонючие. по размеру маловаты. но это я сама виновата. надо было ""м"" заказывать. пришли быстро."
"Пуховик отличный,один воротник чего стоит)))Очень понравился,буду заказывать ещё у этого продавца,жаль что только беленькой нету",positive,128,15,ru,"пуховик отличный,один воротник чего стоит)))очень понравился,буду заказывать ещё у этого продавца,жаль что только беленькой нету"
"интересное боди. понравилось.))) один минус что нету заклёпок внизу, и кружева спадают с плеч постоянно(",positive,104,15,ru,"интересное боди. понравилось.))) один минус что нету заклёпок внизу, и кружева спадают с плеч постоянно("
Отличные трусики и пришло быстро спасибо продавцу .. ,positive,53,8,ru,отличные трусики и пришло быстро спасибо продавцу ..
"На объем груди 90 S подошла в самый раз, а вот рукава коротковаты и тесноваты (рост 168). Цвет действительно коричневый, темнее чем на картинке.  Но это все не критично, брала не на выход. Курточка приятная на ощупь, легкая, очень аккуратно сшита, никаких запахов нет, пришла быстро. Спасибо продавцу. Покупкой довольна.",positive,320,50,ru,"на объем груди 90 s подошла в самый раз, а вот рукава коротковаты и тесноваты (рост 168). цвет действительно коричневый, темнее чем на картинке. но это все не критично, брала не на выход. курточка приятная на ощупь, легкая, очень аккуратно сшита, никаких запахов нет, пришла быстро. спасибо продавцу. покупкой довольна."
"Качество хорошее.Товаром довольна.Но с размером не угадал.Ношу 42 и заказала s,но нужно было даже наверно L ,чтобы одеть под низ кофточку.Ждала не долго,около месяца.",positive,166,24,ru,"качество хорошее.товаром довольна.но с размером не угадал.ношу 42 и заказала s,но нужно было даже наверно l ,чтобы одеть под низ кофточку.ждала не долго,около месяца."
Бомбический купальник! Спасибо большое продавцу! И за подарочек большое спасибо!! Приятно!,positive,90,11,ru,бомбический купальник! спасибо большое продавцу! и за подарочек большое спасибо!! приятно!
оч мягкие и приятные к телу. рисунок яркий.,positive,43,8,ru,оч мягкие и приятные к телу. рисунок яркий.
"носки хорошие, но не похоже на шерсть. На ногу 41 размера самое то",positive,66,13,ru,"носки хорошие, но не похоже на шерсть. на ногу 41 размера самое то"
"Заказывала уже второй раз рубашки. Просто слов нет, супер!!! Посылочка аккуратно упакована. Ниток торчащих нет, запаха постороннего тоже нет. Сшито все более чем хорошо. Достойные рубашки! Продавцу большое спасибо! Всем рекомендую!!",positive,232,31,ru,"заказывала уже второй раз рубашки. просто слов нет, супер!!! посылочка аккуратно упакована. ниток торчащих нет, запаха постороннего тоже нет. сшито все более чем хорошо. достойные рубашки! продавцу большое спасибо! всем рекомендую!!"
Доставка 2 недели в ЛО. На ОБ126 подошли хорошо. Качество норм.,positive,63,11,ru,доставка 2 недели в ло. на об126 подошли хорошо. качество норм.
"Материал синтетика, но приятная к телу. Цвет яркий. Без торчащих ниток, без запаха. Соответствует фото. Доставка 17 дней.",positive,121,18,ru,"материал синтетика, но приятная к телу. цвет яркий. без торчащих ниток, без запаха. соответствует фото. доставка 17 дней."
"Классная рубашка, на ог 104 оказалась идеально. Первая рубашка которая не велика и   Ли не расходиться на груди, идеально",positive,121,19,ru,"классная рубашка, на ог 104 оказалась идеально. первая рубашка которая не велика и ли не расходиться на груди, идеально"
"все доехало, вид и качество нормальное",positive,38,6,ru,"все доехало, вид и качество нормальное"
"здоровская штуковина) заказ пришел за 3 недели. боялась что будет маленьким поэтому на свой 48-50 заказала хххl, немного великоват, но если ламки подшить, то все будет идеально",positive,176,27,ru,"здоровская штуковина) заказ пришел за 3 недели. боялась что будет маленьким поэтому на свой 48-50 заказала хххl, немного великоват, но если ламки подшить, то все будет идеально"
прямо под цвет моей кожи. доставка долгая с отслеживанием. на попу 100 см и рост 165 и не тоненькие ножки - по размеру и еще запас есть,positive,135,27,ru,прямо под цвет моей кожи. доставка долгая с отслеживанием. на попу 100 см и рост 165 и не тоненькие ножки - по размеру и еще запас есть
"Супер красивая! Как на картинке! Великовата, подарю. Себе куплю по-меньше",positive,73,10,ru,"супер красивая! как на картинке! великовата, подарю. себе куплю по-меньше"
"Мне нравится! Как на рисунке.Хорошо пошита , брошь приложена отдельно! Спасибо!!!",positive,81,11,ru,"мне нравится! как на рисунке.хорошо пошита , брошь приложена отдельно! спасибо!!!"
"рубашка отличная!очень приятная к телу, легко стирается. рекомендую. брала для работы, довольна.",positive,96,12,ru,"рубашка отличная!очень приятная к телу, легко стирается. рекомендую. брала для работы, довольна."
Платье класссссс)))) Доставка очень быстрая. Продавца рекомендую. Обязательно закажу себе еще в другом цвете,positive,108,14,ru,платье класссссс)))) доставка очень быстрая. продавца рекомендую. обязательно закажу себе еще в другом цвете
Отличные шорты. Заказала 2 штуки себе и подружке на лето. Довольны. Ровные швы. Без запаха ,positive,91,15,ru,отличные шорты. заказала 2 штуки себе и подружке на лето. довольны. ровные швы. без запаха
"хорошая, но S слишком узкая",positive,27,5,ru,"хорошая, но s слишком узкая"
"Брючки легкие, со стретчем, на теплую осень/весну. Цвет не такой яркий как на фото. На рост 158 от74 об98 сели свободно р31, длина чуть лишня. Думаю, р 30 был бы более подходящ.",positive,177,32,ru,"брючки легкие, со стретчем, на теплую осень весну. цвет не такой яркий как на фото. на рост 158 от74 об98 сели свободно р31, длина чуть лишня. думаю, р 30 был бы более подходящ."
"Заказывала водолазку в зеленом цвете 11.11.2017 за 341,23 российских рублей. Забрала на почте г. Москвы 26.12.2017, не самая быстрая доставка, но продавец продлил защиту, так что все ОК. Сначала сразу порадовал цвет! Зелёный мой любимый, но зелёный зеленому рознь, в данном случае он шикарен! Дальше удивило качество, материал синтетический, но... очень приятный как с лицевой стороны, так и с изнаночной. Водолазка предназначена для носки в холодное время года. Дома померила и снова удача! Идеально сидит на моих параметрах: рост 158 см, вес 55 кг, обхват груди 90, плечи достаточно широкие для моего 44 размера. Отдельно следует отметить длину рукава, специально сделала фотографию, мне в идеале, то есть как раз, но на рост выше будет коротковато. Рекомендую на рост не выше 170, размер максимум небольшой 48. Диво дивное! Хоть, заказывай ещё)) и, конечно, интересно, как, простите, выстирывается запах того же пота, учитывая, что это не хлопок.",positive,949,145,ru,"заказывала водолазку в зеленом цвете 11.11.2017 за 341,23 российских рублей. забрала на почте г. москвы 26.12.2017, не самая быстрая доставка, но продавец продлил защиту, так что все ок. сначала сразу порадовал цвет! зелёный мой любимый, но зелёный зеленому рознь, в данном случае он шикарен! дальше удивило качество, материал синтетический, но... очень приятный как с лицевой стороны, так и с изнаночной. водолазка предназначена для носки в холодное время года. дома померила и снова удача! идеально сидит на моих параметрах: рост 158 см, вес 55 кг, обхват груди 90, плечи достаточно широкие для моего 44 размера. отдельно следует отметить длину рукава, специально сделала фотографию, мне в идеале, то есть как раз, но на рост выше будет коротковато. рекомендую на рост не выше 170, размер максимум небольшой 48. диво дивное! хоть, заказывай ещё)) и, конечно, интересно, как, простите, выстирывается запах того же пота, учитывая, что это не хлопок."
качество хорошее)),positive,18,2,ru,качество хорошее))
"Получила свитер и очень довольна.Очень мягкий,плотненький,тёплый и сидит на мне как на фото на девочке.Спасибо!!! Ставлю 5!!!  Продавец прислал ещё и подарок такую маленькую резиночку для волос.Красиво смотрится с моим новым свитерком!!!!",positive,238,32,ru,"получила свитер и очень довольна.очень мягкий,плотненький,тёплый и сидит на мне как на фото на девочке.спасибо!!! ставлю 5!!! продавец прислал ещё и подарок такую маленькую резиночку для волос.красиво смотрится с моим новым свитерком!!!!"
Все подошло! ткань супер!,positive,25,4,ru,все подошло! ткань супер!
"Блузка дошла до Тюмени за три недели, трек отслеживался. Ткань у блузки очень тонкая, но очень радует, что не просвечивает. Заказом довольна. Для офиса самое то. Продавца рекомендую.",positive,182,28,ru,"блузка дошла до тюмени за три недели, трек отслеживался. ткань у блузки очень тонкая, но очень радует, что не просвечивает. заказом довольна. для офиса самое то. продавца рекомендую."
"Товар пришёл очень быстро! Качество хорошее, все нравится! Продавцу большое спасибо!!!",positive,86,11,ru,"товар пришёл очень быстро! качество хорошее, все нравится! продавцу большое спасибо!!!"
"Очень красивая и хорошая пижама. Качество приятное, кружева идеально пришиты, швы ровные. Буду ещё заказывать у этого продавца!",positive,127,18,ru,"очень красивая и хорошая пижама. качество приятное, кружева идеально пришиты, швы ровные. буду ещё заказывать у этого продавца!"
"Рубашки пришли в Екатеринбург за 17 дней. Рубашки отличного качества: нитки не торчат, пуговицы пришиты крепко, на размер 42-44 сели как влитые, но! Для любителей удлинённых рукавов и в целом, длинных рубашек, потребуется взять на размер больше, сама по себе модель не очень длинная (рукава по размеру впритык, например). Материал плотный, бархатистый, но внутри слегка колется (из-за переплетения нитей, всё хорошо, носить можно). Цвета чуть темнее чем показаны, но это из-за света, на белом ярком свету всё совпадает. В целом, рубашки за свою цену прекрасные, в обычных магазинах будут стоить в два раза дороже, буду заказывать ещё, но на размер побольше (люблю, чтоб были подлиннее). Всем советую покупать без раздумий. Спасибо продавцу :)",positive,742,113,ru,"рубашки пришли в екатеринбург за 17 дней. рубашки отличного качества: нитки не торчат, пуговицы пришиты крепко, на размер 42-44 сели как влитые, но! для любителей удлинённых рукавов и в целом, длинных рубашек, потребуется взять на размер больше, сама по себе модель не очень длинная (рукава по размеру впритык, например). материал плотный, бархатистый, но внутри слегка колется (из-за переплетения нитей, всё хорошо, носить можно). цвета чуть темнее чем показаны, но это из-за света, на белом ярком свету всё совпадает. в целом, рубашки за свою цену прекрасные, в обычных магазинах будут стоить в два раза дороже, буду заказывать ещё, но на размер побольше (люблю, чтоб были подлиннее). всем советую покупать без раздумий. спасибо продавцу :)"
